,section_name,row_name,seat,Last Seat,# of Seats,POD Size,Level,Description,Notes,concat,baseline_price
0,1,10,1,2,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,1_10_1,274.4421704
1,1,10,5,6,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,1_10_5,276.3924711
2,1,10,9,11,3,3,Lower Level,3 Seat Lower Level - No F&B,No F&B at Seats,1_10_9,278.1513471
3,1,10,14,17,4,4,Lower Level,4 Seat Lower Level - No F&B,No F&B at Seats,1_10_14,280.0282541
4,1,12,1,2,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,1_12_1,276.9521525
5,1,12,5,6,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,1_12_5,276.8997897
6,1,12,9,10,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,1_12_9,277.3637588
7,1,12,13,14,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,1_12_13,278.0942631
8,1,12,17,18,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,1_12_17,278.9410816
9,1,14,1,2,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,1_14_1,280.74717
10,1,14,5,6,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,1_14_5,278.729055
11,1,14,9,10,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,1_14_9,277.5929534
12,1,14,13,14,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,1_14_13,276.9534401
13,1,14,17,19,3,3,Lower Level,3 Seat Lower Level - No F&B,No F&B at Seats,1_14_17,276.5306746
14,1,16,1,2,2,2,Lower Level,2 Seat Lower Level,,1_16_1,281.2952629
15,1,16,5,6,2,2,Lower Level,2 Seat Lower Level,,1_16_5,277.727294
16,1,16,9,10,2,2,Lower Level,2 Seat Lower Level,,1_16_9,275.0490641
17,1,16,13,14,2,2,Lower Level,2 Seat Lower Level,,1_16_13,272.889312
18,1,16,17,20,4,4,Lower Level,4 Seat Lower Level,,1_16_17,270.9128299
19,1,18,1,2,2,2,Lower Level,2 Seat Lower Level,,1_18_1,274.6164271
20,1,18,5,6,2,2,Lower Level,2 Seat Lower Level,,1_18_5,270.1677326
21,1,18,9,10,2,2,Lower Level,2 Seat Lower Level,,1_18_9,266.6375336
22,1,18,13,14,2,2,Lower Level,2 Seat Lower Level,,1_18_13,263.7558612
23,1,18,17,18,2,2,Lower Level,2 Seat Lower Level,,1_18_17,261.2999588
24,1,18,21,23,3,3,Lower Level,3 Seat Lower Level,,1_18_21,259.010158
25,1,20,1,2,2,2,Lower Level,2 Seat Lower Level,,1_20_1,257.9701979
26,1,20,5,6,2,2,Lower Level,2 Seat Lower Level,,1_20_5,253.0013087
27,1,20,9,10,2,2,Lower Level,2 Seat Lower Level,,1_20_9,248.7710789
28,1,20,13,14,2,2,Lower Level,2 Seat Lower Level,,1_20_13,244.966619
29,1,20,17,18,2,2,Lower Level,2 Seat Lower Level,,1_20_17,241.4660351
30,1,20,21,23,3,3,Lower Level,3 Seat Lower Level,,1_20_21,238.0551547
31,3,12,1,2,2,2,Lower Level,2 Seat Lower Level,,3_12_1,285.0911388
32,3,12,5,6,2,2,Lower Level,2 Seat Lower Level,,3_12_5,290.1557404
33,3,12,9,10,2,2,Lower Level,2 Seat Lower Level,,3_12_9,296.2740364
34,3,12,13,16,4,4,Lower Level,4 Seat Lower Level,,3_12_13,303.6116997
35,3,14,1,2,2,2,Lower Level,2 Seat Lower Level,,3_14_1,281.1750859
36,3,14,5,6,2,2,Lower Level,2 Seat Lower Level,,3_14_5,286.4195236
37,3,14,9,11,3,3,Lower Level,3 Seat Lower Level,,3_14_9,291.7150366
38,3,14,14,17,4,4,Lower Level,4 Seat Lower Level,,3_14_14,299.1999169
39,3,16,1,2,2,2,Lower Level,2 Seat Lower Level,,3_16_1,273.3451261
40,3,16,5,6,2,2,Lower Level,2 Seat Lower Level,,3_16_5,280.2179621
41,3,16,9,10,2,2,Lower Level,2 Seat Lower Level,,3_16_9,285.9770148
42,3,16,13,14,2,2,Lower Level,2 Seat Lower Level,,3_16_13,291.2944172
43,3,16,17,19,3,3,Lower Level,3 Seat Lower Level,,3_16_17,296.709678
44,3,18,1,2,2,2,Lower Level,2 Seat Lower Level,,3_18_1,256.8199324
45,3,18,5,6,2,2,Lower Level,2 Seat Lower Level,,3_18_5,266.3993258
46,3,18,13,14,2,2,Lower Level,2 Seat Lower Level,,3_18_13,280.3527321
47,3,18,21,24,4,4,Lower Level,4 Seat Lower Level,,3_18_21,290.8390322
48,4,10,1,2,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,4_10_1,329.6446098
49,4,10,5,7,3,3,Lower Level,3 Seat Lower Level - No F&B,No F&B at Seats,4_10_5,342.2099719
50,4,12,1,3,3,3,Lower Level,3 Seat Lower Level,,4_12_1,319.132128
51,4,12,6,9,4,4,Lower Level,4 Seat Lower Level,,4_12_6,331.9391317
52,4,14,1,2,2,2,Lower Level,2 Seat Lower Level,,4_14_1,311.5996063
53,4,14,5,6,2,2,Lower Level,2 Seat Lower Level,,4_14_5,319.6128361
54,4,14,9,11,3,3,Lower Level,3 Seat Lower Level,,4_14_9,328.1509816
55,4,16,1,2,2,2,Lower Level,2 Seat Lower Level,,4_16_1,305.3662837
56,4,16,5,6,2,2,Lower Level,2 Seat Lower Level,,4_16_5,311.3480931
57,4,16,9,10,2,2,Lower Level,2 Seat Lower Level,,4_16_9,317.3715352
58,4,16,13,14,2,2,Lower Level,2 Seat Lower Level,,4_16_13,325.0632914
59,4,18,1,2,2,2,Lower Level,2 Seat Lower Level,,4_18_1,299.0282354
60,4,18,5,6,2,2,Lower Level,2 Seat Lower Level,,4_18_5,303.3279962
61,4,18,9,12,4,4,Lower Level,4 Seat Lower Level,,4_18_9,307.0676465
62,4,18,15,16,2,2,Lower Level,2 Seat Lower Level,,4_18_15,316.4925264
63,4,20,1,2,2,2,Lower Level,2 Seat Lower Level,,4_20_1,291.7188994
64,4,20,5,6,2,2,Lower Level,2 Seat Lower Level,,4_20_5,294.7434966
65,4,20,9,10,2,2,Lower Level,2 Seat Lower Level,,4_20_9,296.7083904
66,4,20,13,14,2,2,Lower Level,2 Seat Lower Level,,4_20_13,297.2985453
67,4,20,17,20,4,4,Lower Level,4 Seat Lower Level,,4_20_17,300.9506379
68,6,7,4,5,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,6_7_4,462.0599031
69,6,8,1,2,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,6_8_1,410.5267247
70,6,9,6,7,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,6_9_6,450.3194702
71,6,10,1,3,3,3,Center 10,3 Seat Center 10 - No F&B,No F&B at Seats,6_10_1,391.1142789
72,6,11,7,8,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,6_11_7,439.5074045
73,6,12,1,4,4,4,Center 10,4 Seat Center 10,,6_12_1,376.9660142
74,6,13,7,8,2,2,Center 10,2 Seat Center 10,,6_13_7,427.9210555
75,6,14,1,4,4,4,Center 10,4 Seat Center 10,,6_14_1,368.9231695
76,6,15,7,8,2,2,Center 10,2 Seat Center 10,,6_15_7,414.3226006
77,6,16,1,4,4,4,Center 10,4 Seat Center 10,,6_16_1,358.010241
78,6,17,7,8,2,2,Center 10,2 Seat Center 10,,6_17_7,397.245451
79,6,18,1,4,4,4,Center 10,4 Seat Center 10,,6_18_1,343.6280602
80,6,19,7,8,2,2,Center 10,2 Seat Center 10,,6_19_7,375.647501
81,6,20,1,4,4,4,Center 10,4 Seat Center 10,,6_20_1,325.3770392
82,7,7,1,2,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,7_7_1,573.7339366
83,7,7,5,6,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,7_7_5,537.1164388
84,7,7,9,10,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,7_7_9,533.103386
85,7,7,13,14,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,7_7_13,555.14642
86,7,7,17,18,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,7_7_17,595.1009754
87,7,9,1,2,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,7_9_1,476.6240661
88,7,9,5,6,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,7_9_5,444.4938909
89,7,9,9,10,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,7_9_9,443.2268821
90,7,9,13,14,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,7_9_13,467.394903
91,7,9,17,18,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,7_9_17,509.4049138
92,7,11,1,2,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,7_11_1,412.6379768
93,7,11,5,6,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,7_11_5,385.468965
94,7,11,9,12,4,4,Center 10,4 Seat Center 10 - No F&B,No F&B at Seats,7_11_9,387.3531684
95,7,11,15,18,4,4,Center 10,4 Seat Center 10 - No F&B,No F&B at Seats,7_11_15,433.1491835
96,7,13,1,2,2,2,Center 10,2 Seat Center 10,,7_13_1,374.1427134
97,7,13,5,6,2,2,Center 10,2 Seat Center 10,,7_13_5,352.328874
98,7,13,9,12,4,4,Center 10,4 Seat Center 10,,7_13_9,357.2389622
99,7,13,15,18,4,4,Center 10,4 Seat Center 10,,7_13_15,404.3127162
100,7,15,1,2,2,2,Center 10,2 Seat Center 10,,7_15_1,354.6538694
101,7,15,5,6,2,2,Center 10,2 Seat Center 10,,7_15_5,338.1642996
102,7,15,9,12,4,4,Center 10,4 Seat Center 10,,7_15_9,345.7530469
103,7,15,15,18,4,4,Center 10,4 Seat Center 10,,7_15_15,393.2281062
104,7,17,1,2,2,2,Center 10,2 Seat Center 10,,7_17_1,347.8673034
105,7,17,5,6,2,2,Center 10,2 Seat Center 10,,7_17_5,336.4534944
106,7,17,9,10,2,2,Center 10,2 Seat Center 10,,7_17_9,346.4539363
107,7,17,13,14,2,2,Center 10,2 Seat Center 10,,7_17_13,374.1568771
108,7,17,17,18,2,2,Center 10,2 Seat Center 10,,7_17_17,414.3247466
109,7,19,1,2,2,2,Center 10,2 Seat Center 10,,7_19_1,348.1771884
110,7,19,5,6,2,2,Center 10,2 Seat Center 10,,7_19_5,341.4202374
111,7,19,13,14,2,2,Center 10,2 Seat Center 10,,7_19_13,380.4206732
112,7,19,17,18,2,2,Center 10,2 Seat Center 10,,7_19_17,417.6115872
113,8,7,1,2,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,8_7_1,676.874546
114,8,7,5,6,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,8_7_5,702.8151773
115,8,7,9,12,4,4,Center 10,4 Seat Center 10 - No F&B,No F&B at Seats,8_7_9,685.2736296
117,8,9,1,2,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,8_9_1,612.855408
118,8,9,5,6,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,8_9_5,643.6885302
119,8,9,9,12,4,4,Center 10,4 Seat Center 10 - No F&B,No F&B at Seats,8_9_9,636.5483004
120,8,9,15,18,4,4,Center 10,4 Seat Center 10 - No F&B,No F&B at Seats,8_9_15,638.943256
121,8,11,1,2,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,8_11_1,571.0806006
122,8,11,5,6,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,8_11_5,603.2579881
123,8,11,9,10,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,8_11_9,601.4351609
124,8,11,13,14,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,8_11_13,606.5092048
125,8,11,17,18,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,8_11_17,581.4531619
126,8,13,1,2,2,2,Center 10,2 Seat Center 10,,8_13_1,545.0528411
127,8,13,5,6,2,2,Center 10,2 Seat Center 10,,8_13_5,575.7602066
128,8,13,9,10,2,2,Center 10,2 Seat Center 10,,8_13_9,575.3001003
129,8,13,13,14,2,2,Center 10,2 Seat Center 10,,8_13_13,579.0191488
130,8,13,17,18,2,2,Center 10,2 Seat Center 10,,8_13_17,554.8060617
131,8,15,1,2,2,2,Center 10,2 Seat Center 10,,8_15_1,529.018656
132,8,15,5,6,2,2,Center 10,2 Seat Center 10,,8_15_5,555.9722076
133,8,15,9,10,2,2,Center 10,2 Seat Center 10,,8_15_9,553.8167476
134,8,15,13,14,2,2,Center 10,2 Seat Center 10,,8_15_13,558.6478623
135,8,15,17,18,2,2,Center 10,2 Seat Center 10,,8_15_17,537.7962971
136,8,17,1,2,2,2,Center 10,2 Seat Center 10,,8_17_1,517.8958469
137,8,17,5,6,2,2,Center 10,2 Seat Center 10,,8_17_5,539.3088103
138,8,17,9,12,4,4,Center 10,4 Seat Center 10,,8_17_9,532.7780496
139,8,17,15,18,4,4,Center 10,4 Seat Center 10,,8_17_15,536.1498725
140,9,7,1,2,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,9_7_1,606.054249
141,9,7,5,8,4,4,Center 10,4 Seat Center 10 - No F&B,No F&B at Seats,9_7_5,563.8425124
142,9,7,11,12,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,9_7_11,531.1148861
143,9,7,15,18,4,4,Center 10,4 Seat Center 10 - No F&B,No F&B at Seats,9_7_15,542.7802083
144,9,9,1,2,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,9_9_1,521.4861343
145,9,9,5,8,4,4,Center 10,4 Seat Center 10 - No F&B,No F&B at Seats,9_9_5,476.6202033
146,9,9,11,12,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,9_9_11,440.9478115
147,9,9,15,18,4,4,Center 10,4 Seat Center 10 - No F&B,No F&B at Seats,9_9_15,449.2735013
148,9,11,1,2,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,9_11_1,468.7348763
149,9,11,5,6,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,9_11_5,422.6203921
150,9,11,9,10,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,9_11_9,391.7383407
151,9,11,13,14,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,9_11_13,383.3019165
152,9,11,17,18,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,9_11_17,402.7568534
153,9,13,1,2,2,2,Center 10,2 Seat Center 10,,9_13_1,439.8636434
154,9,13,5,6,2,2,Center 10,2 Seat Center 10,,9_13_5,393.9285664
155,9,13,9,10,2,2,Center 10,2 Seat Center 10,,9_13_9,362.0902494
156,9,13,13,14,2,2,Center 10,2 Seat Center 10,,9_13_13,351.1635863
157,9,13,17,18,2,2,Center 10,2 Seat Center 10,,9_13_17,365.9457848
158,9,15,1,2,2,2,Center 10,2 Seat Center 10,,9_15_1,427.6274804
159,9,15,5,6,2,2,Center 10,2 Seat Center 10,,9_15_5,382.950828
160,9,15,9,10,2,2,Center 10,2 Seat Center 10,,9_15_9,350.9781705
161,9,15,13,14,2,2,Center 10,2 Seat Center 10,,9_15_13,337.9179368
162,9,15,17,18,2,2,Center 10,2 Seat Center 10,,9_15_17,348.0956397
163,9,17,1,2,2,2,Center 10,2 Seat Center 10,,9_17_1,425.5102193
164,9,17,5,8,4,4,Center 10,4 Seat Center 10,,9_17_5,383.3714475
165,9,17,11,12,2,2,Center 10,2 Seat Center 10,,9_17_11,342.1013835
166,9,17,15,18,4,4,Center 10,4 Seat Center 10,,9_17_15,337.1998792
167,10,7,1,2,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,10_7_1,464.1059164
168,10,8,5,6,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,10_8_5,416.5587509
169,10,9,1,2,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,10_9_1,451.8993684
170,10,10,5,7,3,3,Center 10,3 Seat Center 10 - No F&B,No F&B at Seats,10_10_5,405.0719772
171,10,11,1,2,2,2,Center 10,2 Seat Center 10 - No F&B,No F&B at Seats,10_11_1,440.3503602
172,10,12,5,8,4,4,Center 10,4 Seat Center 10,,10_12_5,395.6359379
173,10,13,1,2,2,2,Center 10,2 Seat Center 10,,10_13_1,427.92406
174,10,14,5,8,4,4,Center 10,4 Seat Center 10,,10_14_5,383.1838855
175,10,15,1,2,2,2,Center 10,2 Seat Center 10,,10_15_1,413.3474501
176,10,16,5,8,4,4,Center 10,4 Seat Center 10,,10_16_5,368.5446119
177,10,17,1,2,2,2,Center 10,2 Seat Center 10,,10_17_1,395.4363582
178,10,18,5,8,4,4,Center 10,4 Seat Center 10,,10_18_5,351.2215289
179,10,19,1,2,2,2,Center 10,2 Seat Center 10,,10_19_1,373.7375453
180,10,20,5,8,4,4,Center 10,4 Seat Center 10,,10_20_5,331.0270742
181,12,11,1,2,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,12_11_1,347.6183654
182,12,11,5,8,4,4,Lower Level,4 Seat Lower Level - No F&B,No F&B at Seats,12_11_5,339.3102729
183,12,13,1,2,2,2,Lower Level,2 Seat Lower Level,,12_13_1,332.7846627
184,12,13,5,6,2,2,Lower Level,2 Seat Lower Level,,12_13_5,325.8581763
185,12,13,9,10,2,2,Lower Level,2 Seat Lower Level,,12_13_9,319.1776236
186,12,15,1,2,2,2,Lower Level,2 Seat Lower Level,,12_15_1,318.3376723
187,12,15,5,6,2,2,Lower Level,2 Seat Lower Level,,12_15_5,313.1687743
188,12,15,9,12,4,4,Lower Level,4 Seat Lower Level,,12_15_9,308.0638277
189,12,17,1,2,2,2,Lower Level,2 Seat Lower Level,,12_17_1,311.9399648
190,12,17,5,6,2,2,Lower Level,2 Seat Lower Level,,12_17_5,301.5356423
191,12,17,9,10,2,2,Lower Level,2 Seat Lower Level,,12_17_9,298.4028858
192,12,17,13,15,3,3,Lower Level,3 Seat Lower Level,,12_17_13,294.9619613
193,12,19,1,2,2,2,Lower Level,2 Seat Lower Level,,12_19_1,301.2304786
194,12,19,5,6,2,2,Lower Level,2 Seat Lower Level,,12_19_5,289.147112
195,12,19,9,10,2,2,Lower Level,2 Seat Lower Level,,12_19_9,288.316174
196,12,19,13,14,2,2,Lower Level,2 Seat Lower Level,,12_19_13,286.7590237
197,12,19,17,18,2,2,Lower Level,2 Seat Lower Level,,12_19_17,284.595838
198,13,11,1,2,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,13_11_1,325.2602958
199,13,11,5,6,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,13_11_5,317.0337521
200,13,11,9,10,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,13_11_9,308.3621242
201,13,11,13,16,4,4,Lower Level,4 Seat Lower Level - No F&B,No F&B at Seats,13_11_13,299.1617176
202,13,13,1,2,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,13_13_1,310.9291904
203,13,13,5,6,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,13_13_5,304.1276024
204,13,13,9,11,3,3,Lower Level,3 Seat Lower Level - No F&B,No F&B at Seats,13_13_9,296.9633372
205,13,13,14,17,4,4,Lower Level,4 Seat Lower Level - No F&B,No F&B at Seats,13_13_14,287.3182758
206,13,15,1,2,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,13_15_1,299.0904698
207,13,15,5,6,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,13_15_5,293.6593286
208,13,15,9,10,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,13_15_9,287.8569263
209,13,15,13,14,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,13_15_13,281.4682319
210,13,15,17,19,3,3,Lower Level,3 Seat Lower Level - No F&B,No F&B at Seats,13_15_17,274.4657766
211,13,17,1,2,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,13_17_1,289.1458244
212,13,17,5,6,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,13_17_5,284.7593645
213,13,17,9,10,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,13_17_9,279.7827497
214,13,17,13,14,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,13_17_13,274.080781
215,13,17,17,20,4,4,Lower Level,4 Seat Lower Level - No F&B,No F&B at Seats,13_17_17,267.4766266
216,15,10,1,2,2,2,Lower Level,2 Seat Lower Level,,15_10_1,282.8103513
217,15,10,5,6,2,2,Lower Level,2 Seat Lower Level,,15_10_5,278.1092852
218,15,10,9,10,2,2,Lower Level,2 Seat Lower Level,,15_10_9,270.4492901
219,15,12,1,2,2,2,Lower Level,2 Seat Lower Level,,15_12_1,274.0146836
220,15,12,5,6,2,2,Lower Level,2 Seat Lower Level,,15_12_5,270.1175158
221,15,12,9,12,4,4,Lower Level,4 Seat Lower Level,,15_12_9,264.0421401
222,15,14,1,2,2,2,Lower Level,2 Seat Lower Level,,15_14_1,264.9391754
223,15,14,5,7,3,3,Lower Level,3 Seat Lower Level,,15_14_5,261.8107109
224,15,14,10,13,4,4,Lower Level,4 Seat Lower Level,,15_14_10,255.3881095
225,15,16,1,2,2,2,Lower Level,2 Seat Lower Level,,15_16_1,256.989897
226,15,16,5,6,2,2,Lower Level,2 Seat Lower Level,,15_16_5,254.5048087
227,15,16,9,10,2,2,Lower Level,2 Seat Lower Level,,15_16_9,250.8325434
228,15,16,13,15,3,3,Lower Level,3 Seat Lower Level,,15_16_13,245.7108578
229,15,18,1,2,2,2,Lower Level,2 Seat Lower Level,,15_18_1,246.6478091
230,15,18,5,6,2,2,Lower Level,2 Seat Lower Level,,15_18_5,244.3768933
231,15,18,9,10,2,2,Lower Level,2 Seat Lower Level,,15_18_9,241.3643138
232,15,18,13,16,4,4,Lower Level,4 Seat Lower Level,,15_18_13,237.3031901
233,16,1,6,7,2,2,Lower Level,2 Seat Lower Level,,16_1_6,397.8763802
234,16,3,6,7,2,2,Lower Level,2 Seat Lower Level,,16_3_6,337.9282375
235,16,5,6,7,2,2,Lower Level,2 Seat Lower Level,,16_5_6,295.7611382
236,16,7,6,7,2,2,Lower Level,2 Seat Lower Level,,16_7_6,267.8122637
237,16,10,1,2,2,2,Lower Level,2 Seat Lower Level,,16_10_1,260.1342421
238,16,10,5,6,2,2,Lower Level,2 Seat Lower Level,,16_10_5,244.7863534
239,16,10,9,10,2,2,Lower Level,2 Seat Lower Level,,16_10_9,225.133983
240,16,10,13,14,2,2,Lower Level,2 Seat Lower Level,,16_10_13,240.3612652
241,16,10,17,18,2,2,Lower Level,2 Seat Lower Level,,16_10_17,256.7774413
242,16,12,1,2,2,2,Lower Level,2 Seat Lower Level,,16_12_1,250.635539
243,16,12,5,6,2,2,Lower Level,2 Seat Lower Level,,16_12_5,237.334522
244,16,12,9,10,2,2,Lower Level,2 Seat Lower Level,,16_12_9,221.0642751
245,16,12,13,14,2,2,Lower Level,2 Seat Lower Level,,16_12_13,233.5957301
246,16,12,17,18,2,2,Lower Level,2 Seat Lower Level,,16_12_17,247.6375523
247,16,14,1,2,2,2,Lower Level,2 Seat Lower Level,,16_14_1,243.8416766
248,16,14,5,6,2,2,Lower Level,2 Seat Lower Level,,16_14_5,232.8235931
249,16,14,9,12,4,4,Lower Level,4 Seat Lower Level,,16_14_9,219.6131381
250,16,14,15,18,4,4,Lower Level,4 Seat Lower Level,,16_14_15,235.8155709
251,16,16,1,2,2,2,Lower Level,2 Seat Lower Level,,16_16_1,237.5212256
252,16,16,5,6,2,2,Lower Level,2 Seat Lower Level,,16_16_5,228.5817748
253,16,16,9,12,4,4,Lower Level,4 Seat Lower Level,,16_16_9,218.0727266
254,16,16,15,18,4,4,Lower Level,4 Seat Lower Level,,16_16_15,230.9874604
255,16,18,1,2,2,2,Lower Level,2 Seat Lower Level,,16_18_1,231.4256772
256,16,18,5,6,2,2,Lower Level,2 Seat Lower Level,,16_18_5,224.3047618
257,16,18,9,10,2,2,Lower Level,2 Seat Lower Level,,16_18_9,216.0812223
258,16,18,13,14,2,2,Lower Level,2 Seat Lower Level,,16_18_13,218.2366825
259,16,18,17,20,4,4,Lower Level,4 Seat Lower Level,,16_18_17,226.2099961
260,17,2,1,2,2,2,Lower Level,2 Seat Lower Level,,17_2_1,381.9516422
261,17,8,1,2,2,2,Lower Level,2 Seat Lower Level,,17_8_1,282.9524176
262,17,10,1,2,2,2,Lower Level,2 Seat Lower Level,,17_10_1,267.9757902
263,17,12,1,2,2,2,Lower Level,2 Seat Lower Level,,17_12_1,257.7633218
264,17,12,5,6,2,2,Lower Level,2 Seat Lower Level - Limited View,Limited View,17_12_5,265.8332062
265,17,14,1,2,2,2,Lower Level,2 Seat Lower Level,,17_14_1,249.933362
266,17,14,5,7,3,3,Lower Level,3 Seat Lower Level - Limited View,Limited View,17_14_5,256.9341006
267,17,14,10,13,4,4,Lower Level,4 Seat Lower Level - Limited View,Limited View,17_14_10,262.6957285
268,17,16,1,4,4,4,Lower Level,4 Seat Lower Level,,17_16_1,242.5313181
269,17,16,7,9,3,3,Lower Level,3 Seat Lower Level - Limited View,Limited View,17_16_7,250.8595833
270,17,16,12,15,4,4,Lower Level,4 Seat Lower Level - Limited View,Limited View,17_16_12,255.254198
271,17,18,1,4,4,4,Lower Level,4 Seat Lower Level,,17_18_1,228.1907703
272,17,18,7,8,2,2,Lower Level,2 Seat Lower Level - Limited View,Limited View,17_18_7,234.6047877
273,17,18,11,12,2,2,Lower Level,2 Seat Lower Level - Limited View,Limited View,17_18_11,237.5697255
274,17,18,15,16,2,2,Lower Level,2 Seat Lower Level - Limited View,Limited View,17_18_15,239.9698317
275,17,20,1,4,4,4,Lower Level,4 Seat Lower Level,,17_20_1,221.2526955
276,17,20,7,8,2,2,Lower Level,2 Seat Lower Level - Limited View,Limited View,17_20_7,227.9757393
277,17,20,11,13,3,3,Lower Level,3 Seat Lower Level - Limited View,Limited View,17_20_11,231.6342701
278,17,20,16,19,4,4,Lower Level,4 Seat Lower Level - Limited View,Limited View,17_20_16,235.6108407
279,19,1,1,2,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,19_1_1,425.6853344
280,19,1,5,6,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,19_1_5,454.547554
281,19,1,9,11,3,3,Lower Level,3 Seat Lower Level - No F&B,No F&B at Seats,19_1_9,477.2116456
282,19,3,1,2,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,19_3_1,378.2355982
283,19,3,5,6,2,2,Lower Level,2 Seat Lower Level - No F&B,No F&B at Seats,19_3_5,402.3375217
284,19,3,9,12,4,4,Lower Level,4 Seat Lower Level - No F&B,No F&B at Seats,19_3_9,422.6135249
285,19,5,2,3,2,2,Lower Level,2 Seat Lower Level - Limited View,Limited View,19_5_2,348.9729317
286,19,5,6,7,2,2,Lower Level,2 Seat Lower Level,,19_5_6,368.1875147
287,19,5,10,13,4,4,Lower Level,4 Seat Lower Level,,19_5_10,385.0071421
288,19,7,3,4,2,2,Lower Level,2 Seat Lower Level - Limited View,Limited View,19_7_3,323.4791012
289,19,7,7,8,2,2,Lower Level,2 Seat Lower Level,,19_7_7,338.0102155
290,19,7,11,12,2,2,Lower Level,2 Seat Lower Level,,19_7_11,351.3850554
291,19,7,15,16,2,2,Lower Level,2 Seat Lower Level,,19_7_15,363.242661
292,19,9,5,6,2,2,Lower Level,2 Seat Lower Level - Limited View,Limited View,19_9_5,310.9257568
