level_0,index,section_name,row_name,seat,center_distance,angle,prediction,normalized,seat_score
3796,4718,3,4,5,90.07,0.2484,195.6587805,-0.4027467,0.117115811
3794,5173,4,11,8,104.13,0.4373,195.7239024,-0.402189981,0.117199416
3795,4165,28,11,1,104.13,0.4373,195.7239024,-0.402189981,0.117199416
3792,952,12,10,6,101.74,0.3833,195.7817073,-0.401695814,0.117273627
3793,2874,20,10,2,101.74,0.3833,195.7817073,-0.401695814,0.117273627
3791,4508,29,6,3,92.37,0.3097,195.8009756,-0.401531092,0.117298364
3790,5623,7,19,2,110.24,0.6871,195.8353659,-0.401237094,0.117342515
3789,5636,7,20,3,112.16,0.7012,195.8770732,-0.400880543,0.11739606
3788,5638,7,20,5,110.68,0.7172,195.8841463,-0.400820075,0.11740514
3786,2799,19,7,9,97.09,0.2709,195.9878049,-0.399933911,0.11753822
3787,1710,13,7,8,97.09,0.2709,195.9878049,-0.399933911,0.11753822
3785,6110,9,18,11,102.77,0.7307,196.007561,-0.399765019,0.117563583
3784,5614,7,18,8,103.08,0.7307,196.0463415,-0.399433489,0.11761337
3782,803,109,6,13,127.37,0.7727,196.0570732,-0.399341745,0.117627148
3783,627,107,6,6,127.37,0.7727,196.0570732,-0.399341745,0.117627148
3781,6073,9,16,10,96.89,0.7276,196.0614634,-0.399304214,0.117632784
3780,5579,7,16,9,96.88,0.7276,196.0656098,-0.399268767,0.117638107
3779,749,108,8,17,127.2,0.9381,196.2029268,-0.398094861,0.117814398
3778,458,10,17,7,115.05,0.565,196.2221951,-0.397930138,0.117839135
3777,3104,22,17,2,115.04,0.565,196.2473171,-0.397715374,0.117871387
3776,741,108,8,1,127.19,0.9381,196.2641463,-0.397571503,0.117892993
3774,4159,28,10,2,101.27,0.4184,196.2656098,-0.397558992,0.117894871
3775,5164,4,10,6,101.27,0.4184,196.2656098,-0.397558992,0.117894871
3772,5316,4,8,1,96.16,0.3703,196.267561,-0.397542311,0.117897376
3773,4301,28,8,6,96.16,0.3703,196.267561,-0.397542311,0.117897376
3771,480,10,20,3,118.57,0.6136,196.3085366,-0.397192016,0.117949982
3770,3134,22,20,6,118.56,0.6136,196.3407317,-0.396916784,0.117991314
3769,6042,9,14,15,95.4,0.6693,196.3658537,-0.396702019,0.118023567
3768,5538,7,14,4,95.39,0.6693,196.375122,-0.396622786,0.118035465
3766,955,12,11,2,104.15,0.4291,196.4004878,-0.396405936,0.118068031
3767,2886,20,11,7,104.15,0.4291,196.4004878,-0.396405936,0.118068031
3765,2804,19,8,13,98.23,0.3084,196.4541463,-0.395947216,0.118136919
3764,1722,13,8,4,98.23,0.3084,196.4541463,-0.395947216,0.118136919
3763,6055,9,15,10,94.15,0.7211,196.4714634,-0.395799175,0.118159151
3762,5561,7,15,9,94.14,0.7211,196.4802439,-0.395724111,0.118170423
3761,6038,9,14,11,92.17,0.7052,196.5104878,-0.39546556,0.118209251
3760,5542,7,14,8,92.16,0.7052,196.524878,-0.39534254,0.118227725
3759,777,109,4,11,124.11,0.736,196.5536585,-0.395096499,0.118264674
3758,593,107,4,2,124.1,0.736,196.5643902,-0.395004755,0.118278452
3757,798,109,5,9,125.57,0.7544,196.6321951,-0.394425099,0.118365501
3756,607,107,5,4,125.56,0.7544,196.647561,-0.394293739,0.118385228
3755,3095,22,16,1,113.72,0.5507,196.6968293,-0.39387255,0.11844848
3754,451,10,16,8,113.71,0.5507,196.7214634,-0.393661956,0.118480106
3753,5639,7,20,6,109.95,0.7253,196.8053659,-0.392944684,0.118587822
3752,5635,7,20,2,112.93,0.6933,196.8541463,-0.392527666,0.118650447
3751,6091,9,17,10,99.65,0.7336,196.8773171,-0.392329582,0.118680194
3750,5597,7,17,9,99.64,0.7336,196.8785366,-0.392319157,0.11868176
3749,818,109,7,10,128.69,0.7978,196.8897561,-0.392223243,0.118696164
3748,648,107,7,9,128.68,0.7978,196.9190244,-0.391973032,0.118733739
3746,5325,4,9,4,98.58,0.399,196.9717073,-0.391522652,0.118801374
3747,4305,28,9,4,98.58,0.399,196.9717073,-0.391522652,0.118801374
3745,4709,3,3,2,89.06,0.2263,196.9939024,-0.391332908,0.118829869
3744,4111,26,19,6,118.91,0.5867,197.0665854,-0.390711551,0.118923181
3742,2875,20,10,3,101.58,0.3926,197.0819512,-0.39058019,0.118942908
3743,951,12,10,5,101.58,0.3926,197.0819512,-0.39058019,0.118942908
3741,5404,6,19,3,118.9,0.5867,197.0943902,-0.390473851,0.118958877
3740,2779,19,6,5,95.87,0.25,197.1543902,-0.389960918,0.119035907
3739,1683,13,6,10,95.86,0.25,197.1797561,-0.389744069,0.119068472
3738,6117,9,18,18,108.11,0.6727,197.2629268,-0.389033052,0.119175248
3737,723,108,6,8,120.06,0.996,197.2629268,-0.389033052,0.119175248
3736,724,108,6,9,120.06,0.996,197.2629268,-0.389033052,0.119175248
3735,4504,29,5,5,90.85,0.2878,197.3682927,-0.388132293,0.119310519
3734,5598,7,18,1,108.37,0.6727,197.4590244,-0.387356639,0.119427002
3732,954,12,11,1,104.13,0.4373,197.5402439,-0.386662303,0.119531274
3733,2887,20,11,8,104.13,0.4373,197.5402439,-0.386662303,0.119531274
3730,736,108,7,5,123.39,0.9723,197.5614634,-0.3864809,0.119558516
3731,728,108,7,12,123.39,0.9723,197.5614634,-0.3864809,0.119558516
3728,849,109,8,6,129.86,0.8297,197.5626829,-0.386470475,0.119560081
3729,653,107,8,13,129.86,0.8297,197.5626829,-0.386470475,0.119560081
3726,5580,7,17,1,105.75,0.6659,197.6817073,-0.38545295,0.119712887
3727,6099,9,17,18,105.75,0.6659,197.6817073,-0.38545295,0.119712887
3725,2194,16,3,8,85.58,0.0636,197.7017073,-0.385281973,0.119738564
3724,2189,16,3,3,85.57,0.0636,197.7490244,-0.384877465,0.119799311
3723,6062,9,15,17,99.73,0.6597,197.8114634,-0.384343681,0.119879471
3722,5554,7,15,2,99.72,0.6597,197.8121951,-0.384337426,0.11988041
3720,1709,13,7,7,96.62,0.2788,197.8126829,-0.384333256,0.119881037
3721,2785,19,7,10,96.62,0.2788,197.8126829,-0.384333256,0.119881037
3719,5616,7,19,1,111.02,0.6792,197.8578049,-0.383947514,0.119938965
3718,776,109,4,10,123.37,0.743,197.8709756,-0.383834919,0.119955874
3717,594,107,4,3,123.36,0.743,197.8782927,-0.383772366,0.119965268
3715,1721,13,8,3,97.84,0.3166,198.0126829,-0.382623481,0.120137801
3716,2805,19,8,14,97.84,0.3166,198.0126829,-0.382623481,0.120137801
3714,1672,13,5,12,94.74,0.2284,198.0297561,-0.382477524,0.12015972
3713,871,110,1,1,120.93,0.6589,198.0721951,-0.382114718,0.120214204
3712,1157,122,1,6,120.91,0.6589,198.1504878,-0.381445404,0.120314718
3711,5317,4,8,2,95.98,0.3788,198.1760976,-0.381226469,0.120347596
3710,4300,28,8,5,95.97,0.3788,198.1960976,-0.381055492,0.120373273
3709,4119,26,20,4,119.5,0.6069,198.2185366,-0.380863663,0.12040208
3708,4507,29,6,2,91.92,0.3191,198.25,-0.380594687,0.120442474
3706,2876,20,10,4,101.45,0.4008,198.2595122,-0.380513368,0.120454686
3707,950,12,10,4,101.45,0.4008,198.2595122,-0.380513368,0.120454686
3705,471,10,19,4,116.96,0.5998,198.2685366,-0.38043622,0.120466271
3704,5416,6,20,5,119.48,0.6069,198.2795122,-0.380342391,0.120480362
3703,3123,22,19,5,116.95,0.5998,198.2982927,-0.380181838,0.120504473
3702,2762,19,5,2,94.64,0.2284,198.31,-0.380081754,0.120519503
3700,5165,4,10,7,101.23,0.4278,198.3119512,-0.380065073,0.120522008
3701,4158,28,10,1,101.23,0.4278,198.3119512,-0.380065073,0.120522008
3699,5628,7,20,1,113.7,0.6856,198.477561,-0.378649296,0.120734621
3698,628,107,6,7,126.78,0.7798,198.5,-0.378457468,0.120763429
3697,802,109,6,12,126.78,0.7798,198.5,-0.378457468,0.120763429
3696,4719,3,4,6,89.45,0.2577,198.5621951,-0.377925769,0.120843276
3695,6109,9,18,10,102.11,0.7394,198.5641463,-0.377909089,0.120845781
3694,6043,9,14,16,96.27,0.6607,198.575122,-0.377815259,0.120859872
3693,5615,7,18,9,102.42,0.7394,198.5770732,-0.377798579,0.120862377
3692,5537,7,14,3,96.26,0.6607,198.5819512,-0.377756877,0.12086864
3691,6037,9,14,10,91.43,0.7146,198.6558537,-0.377125094,0.120963517
3690,5543,7,14,9,91.42,0.7146,198.6731707,-0.376977053,0.120985749
3689,4104,26,18,7,117.47,0.5728,198.6870732,-0.376858202,0.121003598
3688,1250,123,7,1,133.53,0.7424,198.6907317,-0.376826926,0.121008294
3686,608,107,5,5,124.89,0.7616,198.695122,-0.376789394,0.121013931
3687,797,109,5,8,124.89,0.7616,198.695122,-0.376789394,0.121013931
3685,1352,125,7,18,133.52,0.7424,198.7109756,-0.376653863,0.121034284
3684,5395,6,18,2,117.46,0.5728,198.7114634,-0.376649693,0.12103491
3682,1351,125,7,17,132.89,0.7492,198.83,-0.375636339,0.12118709
3683,1260,123,7,2,132.89,0.7492,198.83,-0.375636339,0.12118709
3680,6081,9,16,18,103.16,0.6588,198.9107317,-0.374946173,0.121290735
3681,5562,7,16,1,103.16,0.6588,198.9107317,-0.374946173,0.121290735
3679,5712,7WC,19W,1,108.8,0.7364,198.9297561,-0.374783536,0.121315159
3678,1350,125,7,16,132.25,0.756,199.0107317,-0.374091286,0.121419117
3677,1261,123,7,3,132.24,0.756,199.03,-0.373926564,0.121443854
3675,5326,4,9,5,98.48,0.4084,199.062439,-0.373649246,0.1214855
3676,4304,28,9,3,98.48,0.4084,199.062439,-0.373649246,0.1214855
3674,6089,9,16,9,96.22,0.7367,199.1065854,-0.373271845,0.121542176
3673,5563,7,16,10,96.21,0.7367,199.1126829,-0.373219718,0.121550004
3672,1349,125,7,15,131.63,0.7628,199.1909756,-0.372550403,0.121650518
3671,1262,123,7,4,131.62,0.7628,199.21,-0.372387766,0.121674942
3670,4956,31,2,1,86.31,0.1258,199.2180488,-0.372318958,0.121685275
3668,1348,125,7,14,131.02,0.7697,199.3787805,-0.370944883,0.121891626
3669,1263,123,7,5,131.02,0.7697,199.3787805,-0.370944883,0.121891626
3667,6071,9,15,9,93.46,0.7304,199.4495122,-0.370340206,0.121982433
3666,5545,7,15,10,93.45,0.7304,199.4604878,-0.370246377,0.121996524
3665,2780,19,6,6,95.26,0.2581,199.5068293,-0.369850209,0.122056018
3663,786,109,4,9,122.65,0.7501,199.5187805,-0.36974804,0.122071361
3664,595,107,4,4,122.65,0.7501,199.5187805,-0.36974804,0.122071361
3662,1695,13,6,9,95.25,0.2581,199.5343902,-0.369614594,0.122091401
3661,1347,125,7,13,130.44,0.7766,199.5509756,-0.369472808,0.122112694
3660,6022,9,13,13,91.1,0.6797,199.554878,-0.369439446,0.122117704
3659,834,109,7,9,128.18,0.8049,199.5617073,-0.369381064,0.122126471
3657,2877,20,10,5,101.35,0.4101,199.5629268,-0.369370638,0.122128037
3658,949,12,10,3,101.35,0.4101,199.5629268,-0.369370638,0.122128037
3656,1264,123,7,6,130.43,0.7766,199.57,-0.369310171,0.122137118
3654,2806,19,8,15,97.49,0.3257,199.5712195,-0.369299745,0.122138683
3655,1720,13,8,2,97.49,0.3257,199.5712195,-0.369299745,0.122138683
3653,5522,7,13,6,91.09,0.6797,199.5736585,-0.369278894,0.122141815
3652,464,10,18,5,115.44,0.5858,199.5878049,-0.369157959,0.122159976
3651,632,107,7,10,128.17,0.8049,199.59,-0.369139193,0.122162794
3650,3114,22,18,4,115.43,0.5858,199.6163415,-0.368914003,0.122196612
3648,4097,26,17,8,116.08,0.5587,199.6258537,-0.368832685,0.122208824
3649,5386,6,17,1,116.08,0.5587,199.6258537,-0.368832685,0.122208824
3647,1708,13,7,6,96.17,0.2878,199.6807317,-0.368363539,0.122279277
3646,2786,19,7,11,96.17,0.2878,199.6807317,-0.368363539,0.122279277
3645,1346,125,7,12,129.88,0.7836,199.7131707,-0.368086222,0.122320923
3644,1265,123,7,7,129.87,0.7836,199.732439,-0.3679215,0.12234566
3642,654,107,8,14,129.46,0.8369,199.8412195,-0.366991549,0.122485315
3643,848,109,8,5,129.46,0.8369,199.8412195,-0.366991549,0.122485315
3640,6021,9,13,12,90.28,0.6888,199.844878,-0.366960272,0.122490012
3641,5523,7,13,7,90.28,0.6888,199.844878,-0.366960272,0.122490012
3639,2195,16,3,9,85.84,0.0732,199.8602439,-0.366828912,0.122509739
3637,1345,125,7,11,129.33,0.7907,199.884878,-0.366618317,0.122541365
3638,1266,123,7,8,129.33,0.7907,199.884878,-0.366618317,0.122541365
3635,535,106,1,6,120.93,0.6589,199.9192683,-0.36632432,0.122585516
3636,1397,126,1,1,120.93,0.6589,199.9192683,-0.36632432,0.122585516
3634,2188,16,3,2,85.82,0.0732,199.954878,-0.366019896,0.122631232
3633,5581,7,17,10,98.99,0.7426,199.9865854,-0.365748834,0.122671939
3632,6107,9,17,9,98.99,0.7426,199.9865854,-0.365748834,0.122671939
3631,1344,125,7,10,128.82,0.7978,200.022439,-0.365442326,0.122717969
3630,1267,123,7,9,128.81,0.7978,200.042439,-0.365271348,0.122743645
3629,1360,125,7,9,128.32,0.8049,200.1787805,-0.364105782,0.122918683
3628,1251,123,7,10,128.31,0.8049,200.1978049,-0.363943145,0.122943107
3627,6023,9,13,14,91.95,0.6706,200.2007317,-0.363918124,0.122946865
3626,5521,7,13,5,91.94,0.6706,200.2170732,-0.363778423,0.122967844
3625,4503,29,5,4,90.24,0.2972,200.3060976,-0.363017364,0.123082135
3624,5318,4,8,3,95.82,0.3883,200.3190244,-0.362906854,0.123098731
3622,1252,123,7,11,127.84,0.8121,200.3236585,-0.362867238,0.123104681
3623,1359,125,7,8,127.84,0.8121,200.3236585,-0.362867238,0.123104681
3621,1119,12,9,7,99.04,0.3729,200.3241463,-0.362863067,0.123105307
3620,3039,20,9,1,99.04,0.3729,200.3241463,-0.362863067,0.123105307
3619,4299,28,8,4,95.81,0.3883,200.3404878,-0.362723366,0.123126286
3618,457,10,17,6,114.01,0.5716,200.3619512,-0.362539878,0.123153842
3617,3105,22,17,3,114,0.5716,200.3882927,-0.362314688,0.123187659
3616,1358,125,7,7,127.39,0.8193,200.4443902,-0.361835117,0.123259679
3615,1253,123,7,12,127.38,0.8193,200.462439,-0.36168082,0.12328285
3614,4710,3,3,3,88.3,0.2356,200.4985366,-0.361372227,0.123329193
3613,1357,125,7,6,126.96,0.8267,200.5370732,-0.361042782,0.123378667
3612,1254,123,7,13,126.95,0.8267,200.5573171,-0.36086972,0.123404656
3611,4506,29,6,1,91.5,0.3276,200.5897561,-0.360592403,0.123446302
3610,3087,22,15,1,111.4,0.5424,200.6280488,-0.360265043,0.123495463
3609,1356,125,7,5,126.55,0.834,200.6290244,-0.360256703,0.123496716
3608,1343,125,7,1,125.15,0.8639,200.6304878,-0.360244192,0.123498595
3607,1259,123,7,18,125.15,0.8639,200.6304878,-0.360244192,0.123498595
3606,450,10,16,7,112.68,0.5571,200.6312195,-0.360237937,0.123499534
3605,1255,123,7,14,126.54,0.834,200.6480488,-0.360094066,0.12352114
3604,443,10,15,8,111.39,0.5424,200.6526829,-0.360054449,0.123527089
3603,3096,22,16,2,112.66,0.5571,200.6814634,-0.359808408,0.123564038
3602,1355,125,7,4,126.16,0.8414,200.6946341,-0.359695813,0.123580947
3601,1354,125,7,3,125.8,0.8489,200.7090244,-0.359572793,0.123599421
3600,1256,123,7,15,126.15,0.8414,200.7129268,-0.359539431,0.123604432
3598,1353,125,7,2,125.45,0.8563,200.724878,-0.359437262,0.123619775
3599,1258,123,7,17,125.45,0.8563,200.724878,-0.359437262,0.123619775
3597,1257,123,7,16,125.79,0.8489,200.7290244,-0.359401815,0.123625098
3596,948,12,10,2,101.28,0.4184,200.7502439,-0.359220412,0.12365234
3595,479,10,20,2,117.66,0.6203,200.7687805,-0.359061945,0.123676138
3594,3135,22,20,7,117.66,0.6203,200.7687805,-0.359061945,0.123676138
3593,2878,20,10,6,101.27,0.4184,200.7707317,-0.359045265,0.123678643
3592,4110,26,19,5,117.93,0.5932,200.7839024,-0.35893267,0.123695551
3591,5405,6,19,4,117.92,0.5932,200.8117073,-0.358694969,0.123731248
3590,1671,13,5,11,94.04,0.2364,200.8360976,-0.35848646,0.123762561
3589,4960,31,2,2,85.74,0.1163,200.847561,-0.358388461,0.123777278
3587,796,109,5,7,124.26,0.7687,200.9426829,-0.357575275,0.123899397
3588,609,107,5,6,124.26,0.7687,200.9426829,-0.357575275,0.123899397
3586,6020,9,13,11,89.5,0.6981,200.9758537,-0.357291703,0.123941983
3585,5524,7,13,8,89.49,0.6981,200.9965854,-0.35711447,0.123968598
3583,1712,13,8,1,97.17,0.3339,201.0029268,-0.357060257,0.12397674
3584,2807,19,8,16,97.17,0.3339,201.0029268,-0.357060257,0.12397674
3582,5327,4,9,6,98.4,0.4169,201.0204878,-0.356910131,0.123999285
3581,4303,28,9,2,98.39,0.4169,201.0385366,-0.356755834,0.124022456
3580,2763,19,5,3,93.95,0.2364,201.0953659,-0.356270008,0.124095415
3578,801,109,6,11,126.21,0.787,201.1160976,-0.356092775,0.124122031
3579,629,107,6,8,126.21,0.787,201.1160976,-0.356092775,0.124122031
3577,4720,3,4,7,88.88,0.2659,201.2946341,-0.354566488,0.12435124
3576,5713,7WC,19W,2,108.19,0.745,201.3073171,-0.354458063,0.124367522
3574,1707,13,7,5,95.75,0.2959,201.4014634,-0.353653218,0.124488389
3575,2787,19,7,12,95.75,0.2959,201.4014634,-0.353653218,0.124488389
3572,596,107,4,5,121.96,0.7573,201.4780488,-0.352998499,0.124586711
3573,785,109,4,8,121.96,0.7573,201.4780488,-0.352998499,0.124586711
3570,6063,9,15,18,100.59,0.6514,201.5382927,-0.352483481,0.124664054
3571,5544,7,15,1,100.59,0.6514,201.5382927,-0.352483481,0.124664054
3569,1118,12,9,6,98.87,0.3812,201.5414634,-0.352456375,0.124668124
3568,3040,20,9,2,98.87,0.3812,201.5414634,-0.352456375,0.124668124
3566,6053,9,14,9,90.72,0.724,201.5426829,-0.35244595,0.12466969
3567,5527,7,14,10,90.72,0.724,201.5426829,-0.35244595,0.12466969
3565,5599,7,18,10,101.79,0.7482,201.6931707,-0.351159448,0.124862889
3564,2187,16,3,10,86.13,0.0829,201.7002439,-0.351098981,0.12487197
3563,6125,9,18,9,101.47,0.7482,201.7063415,-0.351046853,0.124879798
3562,2186,16,3,1,86.11,0.0829,201.792439,-0.350310816,0.124990332
3561,6044,9,14,17,97.17,0.6521,201.795122,-0.35028788,0.124993777
3560,5536,7,14,2,97.16,0.6521,201.8004878,-0.350242008,0.125000665
3559,2781,19,6,7,94.69,0.2668,201.81,-0.350160689,0.125012877
3558,6024,9,13,15,92.81,0.6617,201.8112195,-0.350150264,0.125014443
3557,5520,7,13,4,92.8,0.6617,201.8258537,-0.350025158,0.125033231
3556,1694,13,6,8,94.68,0.2668,201.8373171,-0.349927159,0.125047948
3555,655,107,8,15,129.08,0.8442,202.0073171,-0.34847385,0.125266197
3554,847,109,8,4,129.08,0.8442,202.0073171,-0.34847385,0.125266197
3553,210,1,2,12,85.66,0.1258,202.1053659,-0.347635643,0.125392074
3551,2879,20,10,7,101.23,0.4278,202.1112195,-0.347585601,0.125399589
3552,947,12,10,1,101.23,0.4278,202.1112195,-0.347585601,0.125399589
3550,4118,26,20,3,118.57,0.6136,202.1482927,-0.347268667,0.125447185
3549,5417,6,20,6,118.56,0.6136,202.1797561,-0.34699969,0.125487578
3548,833,109,7,8,127.7,0.8121,202.2556098,-0.346351227,0.125584961
3547,633,107,7,11,127.69,0.8121,202.2865854,-0.34608642,0.125624728
3546,5319,4,8,4,95.69,0.3969,202.3192683,-0.345807018,0.125666687
3545,4298,28,8,3,95.67,0.3969,202.3621951,-0.345440042,0.125721797
3543,4295,28,7,5,93.27,0.3679,202.384878,-0.345246128,0.125750918
3544,5311,4,7,1,93.27,0.3679,202.384878,-0.345246128,0.125750918
3542,4961,31,2,3,85.2,0.1069,202.4121951,-0.345012598,0.125785988
3540,4103,26,18,6,116.44,0.5792,202.4326829,-0.34483745,0.125812291
3541,5396,6,18,3,116.44,0.5792,202.4326829,-0.34483745,0.125812291
3538,735,108,7,4,123.51,0.9644,202.7595122,-0.342043428,0.126231881
3539,729,108,7,13,123.51,0.9644,202.7595122,-0.342043428,0.126231881
3537,470,10,19,3,116.01,0.6066,202.77,-0.341953769,0.126245346
3536,6088,9,16,8,95.58,0.7459,202.7758537,-0.341903726,0.126252861
3535,5564,7,16,11,95.57,0.7459,202.7821951,-0.341849514,0.126261002
3534,3124,22,19,6,116,0.6066,202.8,-0.341697302,0.12628386
3532,1117,12,9,5,98.72,0.3906,202.8829268,-0.340988371,0.126390324
3533,3041,20,9,3,98.72,0.3906,202.8829268,-0.340988371,0.126390324
3531,6019,9,13,10,88.73,0.7076,202.9843902,-0.340120973,0.126520585
3530,5525,7,13,9,88.72,0.7076,203.0073171,-0.339924975,0.126550018
3529,4502,29,5,3,89.68,0.3058,203.1104878,-0.339042981,0.126682471
3528,6070,9,15,8,92.8,0.7399,203.1326829,-0.338853237,0.126710966
3527,5546,7,15,11,92.79,0.7399,203.1441463,-0.338755238,0.126725683
3525,1706,13,7,4,95.35,0.305,203.1553659,-0.338659324,0.126740087
3526,2788,19,7,13,95.35,0.305,203.1553659,-0.338659324,0.126740087
3524,4096,26,17,7,115.05,0.565,203.2409756,-0.337927457,0.126849994
3522,4302,28,9,1,98.34,0.4264,203.2543902,-0.337812777,0.126867216
3523,5328,4,9,7,98.34,0.4264,203.2543902,-0.337812777,0.126867216
3521,5387,6,17,2,115.04,0.565,203.2673171,-0.337702267,0.126883812
3520,209,1,2,11,85.2,0.1163,203.3409756,-0.337072569,0.126978376
3518,4089,26,16,8,113.72,0.5507,203.4456098,-0.336178065,0.127112708
3519,5378,6,16,1,113.72,0.5507,203.4456098,-0.336178065,0.127112708
3517,1952,15,3,5,87.47,0.11,203.4787805,-0.335894492,0.127155293
3516,1660,13,4,13,92.38,0.215,203.5809756,-0.335020839,0.127286493
3515,1670,13,5,10,93.36,0.2451,203.6668293,-0.334286887,0.127396714
3513,5582,7,17,11,98.37,0.7517,203.6853659,-0.33412842,0.127420512
3514,6106,9,17,8,98.37,0.7517,203.6853659,-0.33412842,0.127420512
3512,2476,17,3,1,87.42,0.11,203.6960976,-0.334036676,0.127434289
3510,784,109,4,7,121.31,0.7646,203.7246341,-0.33379272,0.127470925
3511,597,107,4,6,121.31,0.7646,203.7246341,-0.33379272,0.127470925
3509,4962,31,2,4,84.71,0.0973,203.762439,-0.333469531,0.12751946
3508,800,109,6,10,125.68,0.7941,203.795122,-0.333190129,0.127561419
3507,630,107,6,9,125.67,0.7941,203.8180488,-0.33299413,0.127590853
3506,2744,19,4,1,92.3,0.215,203.8370732,-0.332831493,0.127615277
3505,1948,15,3,1,89.44,0.1477,203.8804878,-0.332460347,0.127671014
3504,2764,19,5,4,93.28,0.2451,203.904878,-0.332251837,0.127702326
3503,4711,3,3,4,87.57,0.2437,203.932439,-0.332016222,0.12773771
3501,656,107,8,16,128.73,0.8516,203.9826829,-0.331586693,0.127802214
3502,846,109,8,3,128.73,0.8516,203.9826829,-0.331586693,0.127802214
3500,1951,15,3,4,87.91,0.1196,203.994878,-0.331482439,0.12781787
3498,1693,13,6,7,94.14,0.2748,204.0046341,-0.331399035,0.127830395
3499,2782,19,6,8,94.14,0.2748,204.0046341,-0.331399035,0.127830395
3497,463,10,18,4,114.45,0.5924,204.0202439,-0.331265589,0.127850435
3496,3115,22,18,5,114.44,0.5924,204.0492683,-0.331017463,0.127887698
3494,1116,12,9,4,98.59,0.399,204.1314634,-0.330314787,0.127993221
3495,3042,20,9,4,98.59,0.399,204.1314634,-0.330314787,0.127993221
3493,1949,15,3,2,88.89,0.1383,204.1565854,-0.330100023,0.128025474
3492,2477,17,3,2,87.87,0.1196,204.1626829,-0.330047896,0.128033302
3491,2480,17,3,5,89.36,0.1477,204.1902439,-0.32981228,0.128068685
3490,1950,15,3,3,88.38,0.129,204.2173171,-0.329580835,0.128103442
3489,5714,7WC,19W,3,107.63,0.7537,204.2260976,-0.329505772,0.128114715
3488,3079,22,14,1,109.11,0.534,204.3097561,-0.328790585,0.128222117
3487,435,10,14,8,109.1,0.534,204.3336585,-0.328586246,0.128252804
3486,2479,17,3,4,88.84,0.1383,204.3558537,-0.328396503,0.128281298
3485,2478,17,3,3,88.34,0.129,204.3814634,-0.328177568,0.128314177
3484,6025,9,13,16,93.71,0.6529,204.3970732,-0.328044122,0.128334217
3483,5519,7,13,3,93.7,0.6529,204.4102439,-0.327931528,0.128351126
3481,5312,4,7,2,93.07,0.3764,204.4443902,-0.327639615,0.128394964
3482,4294,28,7,4,93.07,0.3764,204.4443902,-0.327639615,0.128394964
3480,208,1,2,10,84.75,0.1069,204.5673171,-0.326588729,0.12855278
3479,5320,4,8,5,95.58,0.4066,204.6019512,-0.326292646,0.128597244
3478,4959,31,2,12,82.48,0.0196,204.6378049,-0.325986137,0.128643273
3477,4297,28,8,2,95.56,0.4066,204.6463415,-0.325913159,0.128654233
3476,456,10,17,5,112.99,0.5781,204.6914634,-0.325527417,0.128712161
3475,207,1,2,1,82.47,0.0196,204.692439,-0.325519077,0.128713414
3474,442,10,15,7,110.33,0.5489,204.724878,-0.325241759,0.12875506
3473,3106,22,17,4,112.97,0.5781,204.7480488,-0.325043676,0.128784807
3472,3088,22,15,2,110.32,0.5489,204.7512195,-0.325016569,0.128788877
3471,4109,26,19,4,116.96,0.5998,204.7631707,-0.3249144,0.128804221
3469,2789,19,7,14,94.98,0.3132,204.7687805,-0.324866443,0.128811423
3470,1705,13,7,3,94.98,0.3132,204.7687805,-0.324866443,0.128811423
3468,5406,6,19,5,116.95,0.5998,204.7936585,-0.324653763,0.128843362
3466,722,108,6,7,120.09,0.9879,204.8192683,-0.324434829,0.12887624
3467,710,108,6,10,120.09,0.9879,204.8192683,-0.324434829,0.12887624
3465,1233,123,6,1,130.63,0.7416,204.8929268,-0.323805131,0.128970804
3464,449,10,16,6,111.61,0.5636,204.914878,-0.323617473,0.128998986
3463,1334,125,6,17,130.61,0.7416,204.9358537,-0.323438155,0.129025915
3462,4963,31,2,5,84.26,0.0877,204.9360976,-0.32343607,0.129026228
3461,3097,22,16,3,111.6,0.5636,204.9409756,-0.323394368,0.12903249
3460,832,109,7,7,127.24,0.8193,204.9563415,-0.323263007,0.129052217
3459,634,107,7,12,127.23,0.8193,204.9868293,-0.323002371,0.129091358
3458,1333,125,6,16,129.94,0.7483,205.0612195,-0.322366418,0.129186862
3457,1242,123,6,2,129.93,0.7483,205.0819512,-0.322189185,0.129213478
3455,6052,9,14,8,90.04,0.7336,205.1529268,-0.321582424,0.129304598
3456,5528,7,14,11,90.04,0.7336,205.1529268,-0.321582424,0.129304598
3454,1332,125,6,15,129.26,0.7552,205.2243902,-0.320971492,0.129396344
3453,1243,123,6,3,129.25,0.7552,205.2453659,-0.320792174,0.129423273
3452,5600,7,18,11,101.18,0.7571,205.3570732,-0.319837202,0.129566685
3451,1331,125,6,14,128.6,0.7622,205.385122,-0.319597416,0.129602695
3450,6124,9,18,8,100.87,0.7571,205.395122,-0.319511928,0.129615533
3449,1244,123,6,4,128.59,0.7622,205.4065854,-0.319413928,0.12963025
3448,478,10,20,1,116.8,0.6272,205.412439,-0.319363886,0.129637765
3447,3136,22,20,8,116.79,0.6272,205.4478049,-0.319061548,0.129683169
3445,1115,12,9,3,98.48,0.4084,205.5163415,-0.318475637,0.129771157
3446,3043,20,9,5,98.48,0.4084,205.5163415,-0.318475637,0.129771157
3444,1330,125,6,13,127.96,0.7692,205.5646341,-0.318062789,0.129833156
